hpo_id,english_term,chinese_term,english_description,chinese_description
HP:0031174,Double-layered patella ,双层髌骨,An anomaly of the patella characterized by two layers visible on lateral knee X-ray such that one layer is in front of the other in the sagittal orientation (See Figure 2A and 3B of PMID:12966518). This finding persists into adulthood. ,校对中... 
HP:0031177,Finger flexor weakness ,指屈肌无力,Reduced ability to flex (bend) the fingers. This can manifest as incomplete closure of the hand due to weakness in finger flexion. ,校对中... 
HP:0031179,Nuchal rigidity ,颈部僵硬,"Resistance of the extensor muscles of the neck to being bent forwards (i.e., impaired neck flexion) as a result of muscle spasm of the extensor muscles of the neck. Nuchal rigidity is not a fixed rigidity. Nuchal rigidity has been used as a bedside test for meningism, although its sensitivity for this purpose has been debated. ",校对中... 
HP:0031180,Erythema migrans ,游走性红斑,"An expanding erythematous (red) skin lesion, usually round or oval, by definition at least 5 cm in size (in largest diameter). ",校对中... 
HP:0031185,Increased circulating NT-proBNP concentration ,NT-proBNP水平增高,An elevated level of circulating N-terminal part of the prohormone of B-type natriuretic peptide (BNP). ,校对中... 
HP:0031187,Abnormal circulating pregnenolone concentration ,循环孕烯醇酮浓度异常,An abnormality of the concentration of pregnenolone in the blood. ,校对中... 
HP:0031188,Genital edema ,生殖器水肿,A buildup of fluid that causes swelling in the soft tissues of the genital area. ,校对中... 
HP:0031189,Wrist drop ,垂腕,"A condition in which the affected individual cannot extend the wrist, which hangs flaccidly. ",校对中... 
HP:0031190,Superficial dermal perivascular inflammatory infiltrate ,真皮浅层血管周围炎性浸润,Numerous lymphocytes surrounding blood vessels in the superfical part of the dermis. ,校对中... 
HP:0031193,Abnormal morphology of right ventricular trabeculae ,右心室小梁形态异常,"Any structural anomaly of the muscular columns which project from the inner surface of the right ventricle of the heart (cardiac trabeculae, trabeculae carneae). ",校对中... 
HP:0031205,Reduced lysosomal acid lipase activity ,溶酶体酸性脂肪酶活性降低,Reduction in the activity of lysosomal acid lipase (LAL) in the blood. Lysosomal lipase activity is measured. LAL hydrolyzes cholesteryl esters derived from cell internalization of plasma lipoproteins. ,校对中... 
HP:0031206,Striatal T2 hyperintensity ,纹状体T2高信号,Abnormally bright T2 signal from the striatum on brain magnetic resonance imaging. ,校对中... 
HP:0031208,Increased pituitary glycoprotein hormone alpha subunit level ,垂体糖蛋白α-亚基水平升高,"An increased concentration of circulating alpha polypeptide of glycoprotein hormones (NCBI Gene 1081). This alpha subunit is common to luteinizing hormone (LH) , follicle stimulating hormone (FSH) , thyroid stimulating hormone (TSH) and human chorionic gonadotropin (hCG), which are glycoprotein hormones composed of an identical alpha subunit together with a beta subunit that confers biological specificity. The alpha subunit is used as a marker for tumors that produce these hormones. ",校对中... 
HP:0031209,Decreased circulating lipoprotein lipase concentration ,脂蛋白脂肪酶活性降低,Reduction in the level of lipoprotein lipase in the blood. ,校对中... 
HP:0031213,Elevated circulating 17-hydroxyprogesterone ,循环17-羟孕酮升高,An increased level of 17-hydroxyprogesterone in the blood. 17-hydroxyprogesterone is an intermediate steroid in the adrenal biosynthetic pathway from cholesterol to cortisol and is the substrate for steroid 21-hydroxylase. ,校对中... 
HP:0031214,Decreased circulating dehydroepiandrosterone concentration ,循环脱氢表雄酮浓度下降, , 
HP:0031215,Decreased circulating dehydroepiandrosterone-sulfate concentration ,循环脱氢表雄酮-硫酸酯浓度降低,A reduced concentration of dehydroepiandrosterone-sulfate in the blood. ,校对中... 
HP:0031216,Increased circulating progesterone ,循环孕激素升高,An elevated concentration of progesterone in the blood. ,校对中... 
HP:0031218,Inappropriate antidiuretic hormone secretion ,抗利尿激素分泌失衡,A state of increased circulating antidiuretic hormone despite hyponatremia and hypo-osmolality with normal or increased plasma volume. ,校对中... 
HP:0031219,Reduced radioactive iodine uptake ,放射性碘摄取减少,"A decreased amount of uptake on the radioactive iodine uptake (RAIU) test, which utilizes a radioisotope of iodine to measure how much iodine the thyroid gland absorbs from the blood. The radioactive marker is measured 4-6 hours and in some cases also 24 hours after administration of the radioactive marker. ",校对中... 
HP:0031220,Increased radioactive iodine uptake ,放射性碘摄取增多,"An elevated amount of uptake on the radioactive iodine uptake (RAIU) test, which utilizes a radioisotope of iodine to measure how much iodine the thyroid gland absorbs from the blood. The radioactive marker is measured 4-6 hours and in some cases also 24 hours after administration of the radioactive marker. ",校对中... 
HP:0031221,Abnormal radioactive iodine uptake test result ,放射性碘摄取试验异常,"Any deviation from normal in the amount of uptake on the radioactive iodine uptake (RAIU) test, which utilizes a radioisotope of iodine to measure how much iodine the thyroid gland absorbs from the blood. The radioactive marker is measured 4-6 hours and in some cases also 24 hours after administration of the radioactive marker. ",校对中... 
HP:0031223,Focal pancreatic islet hyperplasia ,局灶性胰岛增生,Hyperplasia of the islets of Langerhans that affects only certain regions of the pancreas and not others. ,校对中... 
HP:0031224,Diffuse pancreatic islet hyperplasia ,弥漫性胰岛增生,Hyperplasia of the islets of Langerhans with a generalized distribution. ,校对中... 
HP:0031228,Abnormal incisura morphology ,耳前切迹形态异常,"An abnormal shape of the incisura, defined as the narrowed downward continuation of the conchal space bounded anteriorly by the borders of the tragus, posteriorly by the antitragus, and along its lower lateral margins and inferior boundary by the connection between the first two. The upper boundary is a somewhat arbitrary line crossing from the apices of the antitragus and the tragus. ",校对中... 
HP:0031229,Increased incisura length ,耳前切迹长度增加,The length of the incisura from the upper to lower border is greater than that observed in the average population. ,校对中... 
HP:0031233,Horizontal inferior border of scapula ,水平状肩胛骨下缘,"A morphological abnormality of the scapula in which there is a flat (horizontal) inferior edge of the scapula. The entire scapula is said to resemble a square, leading to the designation sqaring of the scapula (in Figure 1 of PMID:24706940 the scapulae have a roughly rectangular shape). ",校对中... 
HP:0031234,Neutrophilic infiltration of the skin ,皮肤中性粒细胞浸润,"A predominantly neutrophilic infiltrate of the dermis and or epidermis (i.e., a large number of neutrophils inferred to have migrated into the skin). ",校对中... 
HP:0031236,Predominantly dermal neutrophilic infiltrate ,嗜中性粒细胞为主真皮浸润,Collection of neutrophils in the dermis. ,校对中... 
HP:0031237,Internally nucleated skeletal muscle fibers ,骨骼肌纤维中细胞核内聚,An abnormality in which the nuclei of sarcomeres take on an abnormally internal localization (or in which this feature is found in an increased proportion of muscle cells). ,校对中... 
HP:0031238,Necklace skeletal muscle fibers ,项链样骨骼肌纤维,"A histological alteration of muscle fibers that resembles a necklace (necklace fibers). A substantial proportion of fibers (4-20% in PMID:19084976) show internalized nuclei aligned in a basophilic ring (necklace) at 3 micrometers beneath the sarcolemma. Ultrastructurally, such necklaces consist of myofibrils of smaller diameter, in oblique orientation, surrounded by mitochondria, sarcoplasmic reticulum and glycogen granules. ",校对中... 
HP:0031244,Swollen lip ,嘴唇肿大,Enlargement of the lip typically due to fluid buildup or inflammation. ,校对中... 
HP:0031245,Productive cough ,痰咳,A cough that produces phlegm or mucus. ,校对中... 
HP:0031246,Nonproductive cough ,干咳,A cough that does not produce phlegm or mucus. ,校对中... 
HP:0031248,Palmar pruritus ,手掌瘙痒症,Pruritus is an itch or a sensation that makes a person want to scratch. This term refers to an abnormally increased sensation of itching over the palm(s) of the hand. ,校对中... 
HP:0031250,Lip fissure ,口唇干裂,"A severe crack in a lip. A lip fissure may be painful, may bleed and often is a recurring manifestation. ",校对中... 
HP:0031251,Abnormal subclavian artery morphology ,锁骨下动脉形态异常,Any anomaly of a subclavian artery. ,校对中... 
HP:0031258,Delirium ,谵妄,A state of sudden and severe confusion. ,校对中... 
HP:0031260,Triangular tibia ,三角状胫骨,"A short, dysplastic tibia with a triangular shape. Instead of the normal shaft configuration of the tibia, the tibia forms a triangle with the longest side corresponding to the proximal-distal dimension, and the apex of the triangle directed laterally. ",校对中... 
HP:0031261,Bladder polyp ,膀胱息肉,An abnormal growth that projects from the mucous membrane of the urinary bladder. ,校对中... 
HP:0031266,Podocyte foot process effacement ,足细胞足突消失,"An anomaly of podocyte morphology characterized by the loss of the interdigitating foot process pattern (generally called foot process effacement; FPE). The term FPE designates the loss of the usual interdigitating pattern of foot processes of neighboring podocytes, leading to relatively broad expanses of podocyte processes covering the glomerular basement membrane (GBM). It is widely viewed as a pathological derangement that is associated with leakage of macromolecules such as albumin through the glomerular filtration barrier. ",校对中... 
